Siderastrea846961	K18663
Siderastrea701499	K11087
Siderastrea489004	K06252
Siderastrea840982	K03066
Siderastrea425797	K05929
Siderastrea453548	K14464
Siderastrea142475	K03234
Siderastrea442945	K00572
Siderastrea902172	K11517
Siderastrea453701	K16685
Siderastrea707657	K02973
Siderastrea443079	K00142
Siderastrea430596	K16578
Siderastrea452105	K13159
Siderastrea445864	K24469
Siderastrea908885	K03992
Siderastrea553377	K00025
Siderastrea603974	K01528
Siderastrea436224	K19684
Siderastrea441307	K01061
Siderastrea465183	K10577
Siderastrea188112	K08635
Siderastrea392135	K25700
Siderastrea456343	K19526
Siderastrea389807	K04421
Siderastrea307394	K02731
Siderastrea601879	K03644
Siderastrea448551	K08810
Siderastrea444374	K04372
Siderastrea455595	K17591
Siderastrea430489	K11488
Siderastrea329482	K17300
Siderastrea419175	K05120
Siderastrea458383	K15498
Siderastrea448930	K24104
Siderastrea416622	K02918
Siderastrea350421	K11416
Siderastrea442225	K08292
Siderastrea633637	K06819
Siderastrea401437	K08547
Siderastrea615016	K13240
Siderastrea351383	K10407
Siderastrea253497	K04362
Siderastrea463791	K08190
Siderastrea317457	K09360
Siderastrea431349	K20042
Siderastrea446429	K06269
Siderastrea381705	K10443
Siderastrea396245	K07379
Siderastrea396904	K01539
Siderastrea454014	K06487
Siderastrea860093	K08767
Siderastrea274667	K10408
Siderastrea395150	K02599
Siderastrea396393	K02927
Siderastrea16308	K02030
Siderastrea422257	K16681
Siderastrea796665	K03066
Siderastrea430214	K00968
Siderastrea343598	K24464
Siderastrea413636	K02599
Siderastrea409966	K04285
Siderastrea502857	K01379
Siderastrea454921	K06228
Siderastrea420530	K07820
Siderastrea454023	K15013
Siderastrea282922	K25700
Siderastrea642410	K15837
Siderastrea444122	K09206
Siderastrea440871	K01197
Siderastrea432290	K25709
Siderastrea224048	K23027
Siderastrea324373	K24835
Siderastrea454677	K05676
Siderastrea344038	K00102
Siderastrea295103	K15192
Siderastrea290461	K04287
Siderastrea435309	K00934
Siderastrea281106	K25740
Siderastrea63344	K25817
Siderastrea434436	K17360
Siderastrea421227	K09848
Siderastrea32207	K24936
Siderastrea455787	K04679
Siderastrea444180	K03648
Siderastrea404746	K09848
Siderastrea428368	K17341
Siderastrea433247	K10408
Siderastrea429752	K19906
Siderastrea439596	K25178
Siderastrea450909	K05218
Siderastrea416495	K06825
Siderastrea309247	K04160
Siderastrea422298	K03691
Siderastrea409611	K00522
Siderastrea109392	K24936
Siderastrea431633	K17307
Siderastrea359944	K04201
Siderastrea427628	K06252
Siderastrea443181	K24743
Siderastrea441557	K03522
Siderastrea423971	K17805
Siderastrea316921	K20994
Siderastrea245894	K25729
Siderastrea456737	K10771
Siderastrea842179	K09478
Siderastrea446193	K13649
Siderastrea448228	K12824
Siderastrea423469	K05198
Siderastrea280261	K03246
Siderastrea443583	K00605
Siderastrea445596	K14613
Siderastrea186597	K02930
Siderastrea437152	K06794
Siderastrea499505	K03234
Siderastrea361741	K10408
Siderastrea455779	K10408
Siderastrea532616	K10660
Siderastrea144337	K15176
Siderastrea281519	K03029
Siderastrea401237	K10454
Siderastrea442724	K00733
Siderastrea434779	K14638
Siderastrea408184	K07374
Siderastrea345495	K05094
Siderastrea407656	K15139
Siderastrea449559	K15348
Siderastrea455316	K24469
Siderastrea274898	K16942
Siderastrea406719	K24508
Siderastrea209099	K16466
Siderastrea878089	K06115
Siderastrea438559	K16602
Siderastrea181541	K08076
Siderastrea341658	K06825
Siderastrea452461	K06487
Siderastrea397321	K16197
Siderastrea423369	K02891
Siderastrea450022	K12040
Siderastrea423065	K12229
Siderastrea204998	K04144
Siderastrea379581	K09267
Siderastrea264218	K22754
Siderastrea434948	K21392
Siderastrea354379	K01301
Siderastrea385866	K10887
Siderastrea613343	K03037
Siderastrea245848	K12035
Siderastrea408412	K04360
Siderastrea344654	K09037
Siderastrea447220	K01019
Siderastrea393651	K12829
Siderastrea849753	K04392
Siderastrea367162	K09382
Siderastrea375234	K14961
Siderastrea430889	K01049
Siderastrea440800	K16622
Siderastrea607209	K06114
Siderastrea448806	K05155
Siderastrea444917	K23733
Siderastrea454241	K19511
Siderastrea307132	K10615
Siderastrea418760	K04362
Siderastrea441868	K09849
Siderastrea225207	K05692
Siderastrea403989	K15306
Siderastrea226241	K18055
Siderastrea435421	K04393
Siderastrea264346	K12836
Siderastrea343546	K02985
Siderastrea369968	K00699
Siderastrea449939	K11647
Siderastrea37884	K14808
Siderastrea427412	K04676
Siderastrea443963	K20195
Siderastrea452048	K12566
Siderastrea424274	K04266
Siderastrea428363	K04157
Siderastrea444317	K00058
Siderastrea307282	K17286
Siderastrea54362	K08770
Siderastrea516497	K19009
Siderastrea891748	K05673
Siderastrea151473	K11251
Siderastrea417667	K10088
Siderastrea452713	K25639
Siderastrea433124	K20628
Siderastrea426891	K25700
Siderastrea449300	K00507
Siderastrea367854	K19921
Siderastrea441895	K24519
Siderastrea768140	K21988
Siderastrea176236	K20291
Siderastrea424904	K17610
Siderastrea388450	K03260
Siderastrea751482	K12854
Siderastrea452032	K04648
Siderastrea376341	K06569
Siderastrea240543	K18055
Siderastrea45042	K01366
Siderastrea451652	K04977
Siderastrea334145	K08547
Siderastrea444280	K24828
Siderastrea406630	K06778
Siderastrea439318	K07497
Siderastrea612443	K03231
Siderastrea438359	K15078
Siderastrea897578	K20465
Siderastrea439056	K12389
Siderastrea288654	K03030
Siderastrea91471	K00228
Siderastrea432684	K10645
Siderastrea345271	K12035
Siderastrea453649	K08052
Siderastrea193798	K07203
Siderastrea439427	K00820
Siderastrea437413	K03172
Siderastrea424241	K01816
Siderastrea449240	K04438
Siderastrea448512	K23574
Siderastrea379773	K07374
Siderastrea420283	K15837
Siderastrea878008	K10408
Siderastrea266756	K01938
Siderastrea262273	K05691
Siderastrea308207	K01344
Siderastrea431854	K15837
Siderastrea405054	K08439
Siderastrea115095	K07877
Siderastrea427719	K13047
Siderastrea406046	K25493
Siderastrea445166	K24333
Siderastrea83693	K12735
Siderastrea379088	K11654
Siderastrea406415	K02599
Siderastrea432455	K04919
Siderastrea319948	K05673
Siderastrea17938	K00451
Siderastrea445894	K13047
Siderastrea445852	K15015
Siderastrea425849	K06232
Siderastrea330293	K04984
Siderastrea368797	K02880
Siderastrea425265	K22314
Siderastrea340545	K00933
Siderastrea380233	K01904
Siderastrea404575	K25537
Siderastrea800329	K17497
Siderastrea454425	K26006
Siderastrea431114	K02737
Siderastrea485895	K04712
Siderastrea434623	K16175
Siderastrea303650	K06252
Siderastrea401988	K17341
Siderastrea638779	K10408
Siderastrea410936	K20313
Siderastrea796326	K05643
Siderastrea437102	K09113
Siderastrea18532	K04362
Siderastrea645121	K07901
Siderastrea441412	K23540
Siderastrea330040	K03392
Siderastrea386002	K18464
Siderastrea420743	K01539
Siderastrea387028	K07497
Siderastrea450696	K04142
Siderastrea730545	K08057
Siderastrea454828	K25457
Siderastrea456670	K17592
Siderastrea412811	K06491
Siderastrea290864	K02998
Siderastrea421812	K09322
Siderastrea452533	K17535
Siderastrea424231	K06497
Siderastrea865353	K12619
Siderastrea333093	K25168
Siderastrea550973	K14963
Siderastrea355619	K01375
Siderastrea873989	K11251
Siderastrea447187	K22371
Siderastrea175101	K05673
Siderastrea266337	K11182
Siderastrea454328	K17926
Siderastrea385962	K09848
Siderastrea196509	K22991
Siderastrea651148	K05692
Siderastrea124503	K05692
Siderastrea398927	K17341
Siderastrea444391	K13748
Siderastrea450377	K14843
Siderastrea433867	K11173
Siderastrea429563	K20030
Siderastrea275398	K08835
Siderastrea6968	K00934
Siderastrea29974	K02971
Siderastrea690562	K06630
Siderastrea409774	K00738
Siderastrea607767	K09580
Siderastrea427884	K03172
Siderastrea417821	K04859
Siderastrea49831	K17341
Siderastrea429345	K10380
Siderastrea719229	K08057
Siderastrea862406	K22125
Siderastrea776280	K15259
Siderastrea451190	K12879
Siderastrea864666	K10646
Siderastrea443532	K06068
Siderastrea436455	K12132
Siderastrea429996	K07904
Siderastrea174099	K24936
Siderastrea252842	K10380
Siderastrea188820	K01697
Siderastrea279254	K05051
Siderastrea449949	K24338
Siderastrea445068	K25450
Siderastrea865496	K04986
Siderastrea401288	K11810
Siderastrea799129	K03032
Siderastrea186518	K08892
Siderastrea453363	K10610
Siderastrea841870	K09580
Siderastrea447293	K19832
Siderastrea637912	K11253
Siderastrea418701	K11253
Siderastrea781682	K09494
Siderastrea448557	K06778
Siderastrea440144	K01534
Siderastrea8666	K18274
Siderastrea333158	K06268
Siderastrea444429	K08375
Siderastrea410929	K18752
Siderastrea450996	K10251
Siderastrea446737	K20367
Siderastrea424970	K09848
Siderastrea830054	K17087
Siderastrea416365	K22888
Siderastrea442548	K18622
Siderastrea440371	K24852
Siderastrea220459	K24835
Siderastrea434037	K09582
Siderastrea205172	K07375
Siderastrea41688	K09502
Siderastrea454716	K20828
Siderastrea436036	K11876
Siderastrea445183	K12026
Siderastrea430105	K09452
Siderastrea424403	K21891
Siderastrea408563	K19384
Siderastrea453531	K03902
Siderastrea452997	K25572
Siderastrea378276	K13023
Siderastrea444612	K08568
Siderastrea525722	K19757
Siderastrea339762	K05126
Siderastrea71671	K06252
Siderastrea329199	K06252
Siderastrea408464	K10454
Siderastrea793271	K19933
Siderastrea434055	K03654
Siderastrea385155	K10457
Siderastrea383081	K10349
Siderastrea331170	K26162
Siderastrea347622	K01565
Siderastrea432935	K04267
Siderastrea390494	K02885
Siderastrea307496	K03002
Siderastrea380988	K11275
Siderastrea451937	K20456
Siderastrea414815	K14611
Siderastrea196626	K01802
Siderastrea450054	K24929
Siderastrea434516	K12375
Siderastrea448807	K19041
Siderastrea453123	K13047
Siderastrea450260	K09479
Siderastrea694798	K23801
Siderastrea453166	K04644
Siderastrea443440	K00714
Siderastrea402773	K24427
Siderastrea441048	K09036
Siderastrea247264	K17086
Siderastrea776330	K18752
Siderastrea454962	K13094
Siderastrea455825	K14716
Siderastrea445902	K14972
Siderastrea435488	K09850
Siderastrea264861	K09667
Siderastrea426842	K10436
Siderastrea450452	K06959
Siderastrea209878	K02187
Siderastrea218615	K17301
Siderastrea335071	K22790
Siderastrea425390	K25700
Siderastrea422172	K04043
Siderastrea376796	K00503
Siderastrea635405	K05464
Siderastrea343666	K06753
Siderastrea453977	K10609
Siderastrea458651	K09497
Siderastrea888342	K02985
Siderastrea455293	K24226
Siderastrea383281	K24893
Siderastrea378685	K04160
Siderastrea617442	K12386
Siderastrea301725	K04874
Siderastrea421007	K08548
Siderastrea441985	K13254
Siderastrea454876	K19023
Siderastrea443433	K22888
Siderastrea322923	K02866
Siderastrea430211	K12035
Siderastrea449925	K08635
Siderastrea236714	K02324
Siderastrea456388	K10449
Siderastrea443299	K20840
Siderastrea336614	K14950
Siderastrea455518	K20163
Siderastrea358254	K01679
Siderastrea103967	K09479
Siderastrea849741	K05692
Siderastrea871271	K03364
Siderastrea446669	K03135
Siderastrea41635	K01915
Siderastrea435396	K01080
Siderastrea449779	K08375
Siderastrea452755	K25435
Siderastrea861319	K00710
Siderastrea409689	K02937
Siderastrea420185	K03512
Siderastrea379635	K07497
Siderastrea450942	K04253
Siderastrea233733	K04362
Siderastrea427925	K06115
Siderastrea446506	K10359
Siderastrea451430	K20224
Siderastrea371386	K14556
Siderastrea451348	K00249
Siderastrea140467	K01280
Siderastrea361005	K08883
Siderastrea188638	K17302
Siderastrea449654	K11313
Siderastrea431433	K20994
Siderastrea343137	K11718
Siderastrea452684	K14569
Siderastrea446113	K08378
Siderastrea365044	K22754
Siderastrea47929	K06768
Siderastrea449398	K04255
Siderastrea447173	K06237
Siderastrea442022	K24936
Siderastrea445997	K11162
Siderastrea506714	K09228
Siderastrea371082	K02941
Siderastrea249523	K06545
Siderastrea429913	K13218
Siderastrea320616	K22614
Siderastrea428605	K17500
Siderastrea178995	K02947
Siderastrea439422	K09866
Siderastrea172024	K01667
Siderastrea413206	K14564
Siderastrea629237	K04458
Siderastrea447817	K16571
Siderastrea409078	K14966
Siderastrea319204	K24971
Siderastrea443500	K09360
Siderastrea447230	K21989
Siderastrea365326	K10464
Siderastrea451002	K10733
Siderastrea445602	K00868
Siderastrea444786	K12200
Siderastrea437575	K14395
Siderastrea364085	K02936
Siderastrea390329	K04834
Siderastrea416279	K11997
Siderastrea453302	K03099
Siderastrea851785	K07889
Siderastrea725464	K09458
Siderastrea415323	K01349
Siderastrea345138	K06841
Siderastrea412757	K17689
Siderastrea422011	K08465
Siderastrea448813	K19917
Siderastrea447788	K08883
Siderastrea784917	K03363
Siderastrea412256	K25817
Siderastrea456491	K12618
Siderastrea444712	K24927
Siderastrea105910	K04043
Siderastrea378644	K22069
Siderastrea686946	K02151
Siderastrea257929	K08509
Siderastrea423233	K26107
Siderastrea383357	K24936
Siderastrea92796	K03021
Siderastrea414082	K04515
Siderastrea237702	K15710
Siderastrea152724	K02684
Siderastrea338747	K01049
Siderastrea450225	K05695
Siderastrea428720	K02168
Siderastrea435270	K10457
Siderastrea239078	K19496
Siderastrea424427	K06753
Siderastrea404974	K07739
Siderastrea375665	K12035
Siderastrea633559	K18081
Siderastrea292075	K24468
Siderastrea434993	K03320
Siderastrea412775	K12580
Siderastrea174709	K20556
Siderastrea444573	K17341
Siderastrea103684	K01373
Siderastrea457058	K02210
Siderastrea592139	K00342
Siderastrea607944	K15013
Siderastrea448481	K17815
Siderastrea440779	K00542
Siderastrea476164	K05658
Siderastrea301659	K12309
Siderastrea446540	K06760
Siderastrea411821	K13100
Siderastrea61319	K19511
Siderastrea237365	K09230
Siderastrea165743	K01803
Siderastrea435876	K07359
Siderastrea409851	K04079
Siderastrea433825	K03025
Siderastrea30292	K07893
Siderastrea209088	K03010
Siderastrea429891	K18739
Siderastrea417310	K11647
Siderastrea286874	K02880
Siderastrea164635	K02934
Siderastrea183018	K22790
Siderastrea381213	K01349
Siderastrea398996	K01596
Siderastrea201891	K25729
Siderastrea757281	K12183
Siderastrea422472	K14074
Siderastrea448141	K18066
Siderastrea371205	K03654
Siderastrea840118	K00844
Siderastrea450290	K10594
Siderastrea439946	K20726
Siderastrea339008	K17890
Siderastrea377285	K00933
Siderastrea390779	K12856
Siderastrea262032	K10477
Siderastrea333607	K08076
Siderastrea438272	K25543
Siderastrea453243	K08873
Siderastrea613862	K03671
Siderastrea429062	K19041
Siderastrea410587	K06674
Siderastrea437938	K19219
Siderastrea719190	K05673
Siderastrea437702	K06981
Siderastrea454691	K05034
Siderastrea800846	K08855
Siderastrea241928	K22888
Siderastrea580531	K11254
Siderastrea171550	K09565
Siderastrea449048	K04984
Siderastrea455640	K17613
Siderastrea408979	K01049
Siderastrea438195	K22656
Siderastrea405885	K10478
Siderastrea455713	K06754
Siderastrea440344	K10478
Siderastrea277594	K08638
Siderastrea547732	K12392
Siderastrea769588	K17086
Siderastrea304957	K06704
Siderastrea428289	K06252
Siderastrea415307	K19757
Siderastrea350348	K02870
Siderastrea413479	K13238
Siderastrea454791	K00738
Siderastrea378334	K15048
Siderastrea373921	K10380
Siderastrea139454	K07293
Siderastrea419555	K02868
Siderastrea855778	K00058
Siderastrea450787	K19363
Siderastrea453299	K25768
Siderastrea816049	K24646
Siderastrea199786	K13067
Siderastrea453014	K01229
Siderastrea433052	K03798
Siderastrea153	K09340
Siderastrea435965	K08409
Siderastrea390469	K21456
Siderastrea408493	K24610
Siderastrea451878	K17341
Siderastrea448537	K01648
Siderastrea424640	K19201
Siderastrea251368	K03173
Siderastrea336713	K17904
Siderastrea429374	K17907
Siderastrea437190	K00512
Siderastrea481094	K08026
Siderastrea445611	K04887
Siderastrea418407	K14857
Siderastrea179414	K10435
Siderastrea845810	K11853
Siderastrea442020	K01265
Siderastrea449216	K10407
Siderastrea342844	K09662
Siderastrea262169	K12311
Siderastrea409288	K00121
Siderastrea203201	K10390
Siderastrea449031	K26101
Siderastrea401605	K24338
Siderastrea441195	K08491
Siderastrea176943	K00573
Siderastrea643207	K10413
Siderastrea766746	K03561
Siderastrea427517	K09377
Siderastrea454001	K26167
Siderastrea443573	K08960
Siderastrea797983	K01858
Siderastrea252432	K06753
Siderastrea452505	K10408
Siderastrea441473	K09309
Siderastrea449385	K13174
Siderastrea423846	K12323
Siderastrea441801	K09572
Siderastrea450181	K04266
Siderastrea196476	K10752
Siderastrea447133	K05761
Siderastrea377398	K13912
Siderastrea894932	K10406
Siderastrea448655	K23699
Siderastrea440969	K10277
Siderastrea700926	K20049
Siderastrea64404	K00803
Siderastrea245709	K18667
Siderastrea311509	K04210
Siderastrea456328	K07497
Siderastrea451693	K22660
Siderastrea441723	K06825
Siderastrea435761	K24464
Siderastrea436287	K00569
Siderastrea81290	K02885
Siderastrea446093	K17920
Siderastrea851164	K20471
Siderastrea345529	K01456
Siderastrea2262	K10418
Siderastrea451109	K01966
Siderastrea549922	K10356
Siderastrea451282	K18497
Siderastrea401832	K06711
Siderastrea621154	K06825
Siderastrea444781	K12473
Siderastrea627218	K07203
Siderastrea429144	K09670
Siderastrea438621	K25393
Siderastrea409982	K06765
Siderastrea435323	K04830
Siderastrea342127	K05658
Siderastrea164484	K02979
Siderastrea442018	K14299
Siderastrea785726	K19676
Siderastrea404341	K05236
Siderastrea409544	K10457
Siderastrea197977	K05126
Siderastrea96069	K12391
Siderastrea336874	K00019
Siderastrea295124	K15084
Siderastrea411990	K24437
Siderastrea243243	K06754
Siderastrea292096	K04984
Siderastrea418608	K09027
Siderastrea425897	K15441
Siderastrea436576	K24431
Siderastrea441227	K04828
Siderastrea446166	K01020
Siderastrea450739	K13144
Siderastrea201405	K12757
Siderastrea22224	K06689
Siderastrea441494	K12864
Siderastrea418910	K07497
Siderastrea447559	K16675
Siderastrea640698	K11154
Siderastrea453710	K20685
Siderastrea227315	K14428
Siderastrea237382	K00121
Siderastrea449653	K20465
Siderastrea422596	K23425
Siderastrea273256	K07752
Siderastrea433914	K25358
Siderastrea231697	K04612
Siderastrea449352	K16467
Siderastrea297033	K01135
Siderastrea446678	K08773
Siderastrea442198	K13354
Siderastrea413422	K26163
Siderastrea422074	K25165
Siderastrea416116	K03648
Siderastrea382928	K17689
Siderastrea789695	K11647
Siderastrea616367	K02873
Siderastrea455237	K24610
Siderastrea633591	K17087
Siderastrea742136	K00586
Siderastrea442977	K12383
Siderastrea390387	K08189
Siderastrea785057	K10586
Siderastrea263116	K04144
Siderastrea449225	K00522
Siderastrea422608	K12075
Siderastrea443663	K00966
Siderastrea407456	K01409
Siderastrea405305	K10104
Siderastrea383203	K10636
Siderastrea388079	K02183
Siderastrea362066	K25700
Siderastrea435409	K17478
Siderastrea434243	K09674
Siderastrea686682	K11253
Siderastrea774236	K15015
Siderastrea639960	K01858
Siderastrea409811	K21922
Siderastrea452903	K24124
Siderastrea438650	K22666
Siderastrea454102	K16463
Siderastrea253961	K24734
