Siderastrea_08840	K02997
Siderastrea_06322	K15275
Siderastrea_05936	K24309
Siderastrea_17461	K00901
Siderastrea_02767	K20068
Siderastrea_01129	K23222
Siderastrea_04216	K12442
Siderastrea_09075	K24761
Siderastrea_07796	K04429
Siderastrea_13389	K15685
Siderastrea_16971	K08665
Siderastrea_03668	K11584
Siderastrea_06553	K01672
Siderastrea_00356	K05765
Siderastrea_19205	K04498
Siderastrea_18577	K00921
Siderastrea_15152	K19672
Siderastrea_12801	K02183
Siderastrea_03894	K05094
Siderastrea_12343	K12850
Siderastrea_08288	K11853
Siderastrea_13176	K15176
Siderastrea_02915	K20406
Siderastrea_06339	K17768
Siderastrea_12395	K01062
Siderastrea_11196	K21772
Siderastrea_05725	K06271
Siderastrea_05692	K01537
Siderastrea_05179	K17592
Siderastrea_02084	K02727
Siderastrea_18250	K10408
Siderastrea_17623	K01895
Siderastrea_04639	K16865
Siderastrea_13352	K25554
Siderastrea_04427	K08664
Siderastrea_09905	K01637
Siderastrea_18447	K04681
Siderastrea_16985	K13649
Siderastrea_18213	K11540
Siderastrea_10470	K17095
Siderastrea_16779	K13024
Siderastrea_02751	K04367
Siderastrea_17605	K02925
Siderastrea_02341	K05732
Siderastrea_00313	K07830
Siderastrea_11073	K11592
Siderastrea_03423	K03068
Siderastrea_09873	K20129
Siderastrea_08131	K24936
Siderastrea_14569	K05099
Siderastrea_16373	K19527
Siderastrea_11868	K03234
Siderastrea_08584	K22566
Siderastrea_13527	K12482
Siderastrea_15165	K10454
Siderastrea_01218	K24936
Siderastrea_00411	K16857
Siderastrea_14305	K01228
Siderastrea_03860	K07497
Siderastrea_16255	K10592
Siderastrea_07132	K11673
Siderastrea_08281	K11790
Siderastrea_12460	K17535
Siderastrea_00457	K07497
Siderastrea_13044	K23605
Siderastrea_09506	K04513
Siderastrea_15416	K12893
Siderastrea_08747	K04946
Siderastrea_07781	K11853
Siderastrea_12829	K24936
Siderastrea_10701	K01151
Siderastrea_13226	K15588
Siderastrea_15323	K18598
Siderastrea_18755	K19755
Siderastrea_16569	K19530
Siderastrea_10426	K20465
Siderastrea_12591	K10366
Siderastrea_18451	K19527
Siderastrea_08094	K11089
Siderastrea_10761	K24889
Siderastrea_03700	K03125
Siderastrea_07351	K05731
Siderastrea_10175	K10408
Siderastrea_03161	K01858
Siderastrea_13126	K03320
Siderastrea_00975	K12489
Siderastrea_19253	K18059
Siderastrea_18629	K14191
Siderastrea_07582	K01647
Siderastrea_17208	K19398
Siderastrea_02845	K05764
Siderastrea_05528	K23518
Siderastrea_04694	K24254
Siderastrea_00985	K01897
Siderastrea_10876	K02295
Siderastrea_00191	K24751
Siderastrea_18122	K12618
Siderastrea_16765	K09848
Siderastrea_12219	K15290
Siderastrea_10090	K23041
Siderastrea_03881	K06174
Siderastrea_11474	K19951
Siderastrea_10766	K10877
Siderastrea_06387	K23095
Siderastrea_12029	K15013
Siderastrea_11898	K18040
Siderastrea_00364	K11393
Siderastrea_18746	K00164
Siderastrea_14969	K17356
Siderastrea_13215	K23705
Siderastrea_14299	K17083
Siderastrea_07586	K04989
Siderastrea_06093	K12819
Siderastrea_10301	K10580
Siderastrea_01232	K24785
Siderastrea_12954	K16582
Siderastrea_01749	K18061
Siderastrea_16504	K24265
Siderastrea_15913	K01349
Siderastrea_11355	K06114
Siderastrea_04046	K20305
Siderastrea_00005	K19949
Siderastrea_00114	K14521
Siderastrea_07228	K01897
Siderastrea_09847	K10752
Siderastrea_18589	K11348
Siderastrea_13411	K10595
Siderastrea_10977	K05863
Siderastrea_07604	K03260
Siderastrea_11546	K19760
Siderastrea_16438	K24774
Siderastrea_06381	K05929
Siderastrea_17327	K01961
Siderastrea_03715	K13431
Siderastrea_12930	K14015
Siderastrea_04856	K24938
Siderastrea_17785	K06777
Siderastrea_07007	K03253
Siderastrea_16989	K01302
Siderastrea_02810	K11884
Siderastrea_09970	K10586
Siderastrea_05697	K11141
Siderastrea_11416	K09203
Siderastrea_14854	K01365
Siderastrea_05573	K12819
Siderastrea_08430	K24835
Siderastrea_07181	K18592
Siderastrea_13830	K18741
Siderastrea_08271	K10364
Siderastrea_06106	K07937
Siderastrea_08444	K11131
Siderastrea_07395	K02183
Siderastrea_10642	K24175
Siderastrea_09989	K01697
Siderastrea_05490	K16307
Siderastrea_01130	K10361
Siderastrea_09061	K13989
Siderastrea_04552	K01711
Siderastrea_08117	K22125
Siderastrea_18144	K07497
Siderastrea_10633	K19600
Siderastrea_17321	K08653
Siderastrea_04879	K00149
Siderastrea_11132	K17917
Siderastrea_00797	K07497
Siderastrea_11862	K10408
Siderastrea_04467	K01900
Siderastrea_10526	K01669
Siderastrea_05793	K20879
Siderastrea_18734	K02136
Siderastrea_12153	K06158
Siderastrea_03644	K12573
Siderastrea_07514	K17918
Siderastrea_03867	K16547
Siderastrea_11292	K05614
Siderastrea_14585	K01897
Siderastrea_03780	K04144
Siderastrea_09928	K01681
Siderastrea_07875	K00031
Siderastrea_14837	K11840
Siderastrea_12232	K24069
Siderastrea_04039	K02183
Siderastrea_04067	K03781
Siderastrea_18972	K24469
Siderastrea_01913	K04575
Siderastrea_11201	K01945
Siderastrea_07921	K06640
Siderastrea_16476	K25452
Siderastrea_18620	K02540
Siderastrea_15036	K12813
Siderastrea_01174	K19681
Siderastrea_01879	K01875
Siderastrea_12691	K01254
Siderastrea_03392	K17263
Siderastrea_03818	K12041
Siderastrea_01289	K08824
Siderastrea_03741	K15375
Siderastrea_00028	K02999
Siderastrea_03748	K17592
Siderastrea_15732	K25615
Siderastrea_10789	K08132
Siderastrea_05924	K05126
Siderastrea_00536	K14286
Siderastrea_14343	K20163
Siderastrea_10107	K03254
Siderastrea_06734	K12616
Siderastrea_15700	K06670
Siderastrea_01990	K02984
Siderastrea_02164	K24404
Siderastrea_17023	K05668
Siderastrea_03390	K24936
Siderastrea_14073	K12397
Siderastrea_02101	K14443
Siderastrea_08065	K06070
Siderastrea_00601	K02725
Siderastrea_13482	K20164
Siderastrea_02689	K08892
Siderastrea_09561	K07497
Siderastrea_17633	K17686
Siderastrea_01073	K22125
Siderastrea_10664	K24404
Siderastrea_01803	K02168
Siderastrea_13049	K00558
Siderastrea_10965	K05840
Siderastrea_03285	K13353
Siderastrea_08156	K05309
Siderastrea_16354	K08675
Siderastrea_02108	K02957
Siderastrea_05309	K00627
Siderastrea_11211	K05643
Siderastrea_15695	K03512
Siderastrea_17791	K09705
Siderastrea_01603	K10592
Siderastrea_00094	K01338
Siderastrea_05944	K08132
Siderastrea_00596	K11262
Siderastrea_03435	K03447
Siderastrea_16216	K16794
Siderastrea_02618	K00681
Siderastrea_01723	K04676
Siderastrea_10457	K21853
Siderastrea_01023	K10261
Siderastrea_15374	K24795
Siderastrea_08005	K01014
Siderastrea_10011	K13868
Siderastrea_05075	K10380
Siderastrea_09188	K08736
Siderastrea_16522	K03010
Siderastrea_11635	K04632
Siderastrea_02043	K14565
Siderastrea_15124	K17943
Siderastrea_15986	K04255
Siderastrea_14567	K05679
Siderastrea_03117	K13917
Siderastrea_01445	K10529
Siderastrea_08322	K04728
Siderastrea_14927	K21734
Siderastrea_18692	K13506
Siderastrea_09167	K17887
Siderastrea_06877	K24927
Siderastrea_10854	K00382
Siderastrea_13982	K08548
Siderastrea_09797	K09649
Siderastrea_17083	K10408
Siderastrea_02193	K11628
Siderastrea_13617	K05288
Siderastrea_05893	K03993
Siderastrea_11877	K15323
Siderastrea_02232	K12854
Siderastrea_17196	K04988
Siderastrea_16896	K20210
Siderastrea_09165	K20471
Siderastrea_19087	K24510
Siderastrea_02532	K13983
Siderastrea_14792	K08874
Siderastrea_18602	K18123
Siderastrea_11992	K22374
Siderastrea_13570	K10421
Siderastrea_12046	K02168
Siderastrea_04775	K01135
Siderastrea_17984	K04145
Siderastrea_12480	K07379
Siderastrea_18034	K21798
Siderastrea_13959	K14206
Siderastrea_01247	K24124
Siderastrea_06000	K08852
Siderastrea_16904	K04988
Siderastrea_04913	K19939
Siderastrea_04029	K05768
Siderastrea_09282	K20683
Siderastrea_02313	K10277
Siderastrea_04861	K03929
Siderastrea_13142	K10771
Siderastrea_12928	K23909
Siderastrea_08952	K04978
Siderastrea_02267	K19383
Siderastrea_01655	K10841
Siderastrea_06951	K08628
Siderastrea_14818	K10686
Siderastrea_01425	K00963
Siderastrea_01190	K09510
Siderastrea_07025	K10349
Siderastrea_15894	K05737
Siderastrea_12863	K10408
Siderastrea_10464	K07497
Siderastrea_00301	K01874
Siderastrea_12487	K01667
Siderastrea_03768	K12232
Siderastrea_04390	K03008
Siderastrea_17936	K25186
Siderastrea_09014	K01251
Siderastrea_02307	K06047
Siderastrea_10536	K10454
Siderastrea_02300	K10366
Siderastrea_10924	K18270
Siderastrea_05356	K08957
Siderastrea_05873	K15040
Siderastrea_19144	K09597
Siderastrea_17483	K06689
Siderastrea_13177	K05673
Siderastrea_10156	K07497
Siderastrea_18323	K08633
Siderastrea_15351	K01540
Siderastrea_12235	K04650
Siderastrea_07681	K04892
Siderastrea_08998	K00432
Siderastrea_11817	K02703
Siderastrea_12449	K13207
Siderastrea_08629	K11275
Siderastrea_11810	K14386
Siderastrea_08819	K00831
Siderastrea_17154	K13412
Siderastrea_07808	K11251
Siderastrea_07070	K22125
Siderastrea_08279	K07497
Siderastrea_12353	K01231
Siderastrea_15247	K15047
Siderastrea_05811	K26151
Siderastrea_18226	K16469
Siderastrea_02129	K09228
Siderastrea_00900	K09288
Siderastrea_03838	K05692
Siderastrea_15602	K02732
Siderastrea_07291	K08804
Siderastrea_12602	K10408
Siderastrea_15892	K24627
Siderastrea_10850	K09275
Siderastrea_02966	K18914
Siderastrea_07825	K16794
Siderastrea_16843	K07931
Siderastrea_00040	K16175
Siderastrea_13976	K05236
Siderastrea_03074	K02947
Siderastrea_13446	K08069
Siderastrea_05950	K10408
Siderastrea_18410	K17498
Siderastrea_14080	K17199
Siderastrea_17224	K02501
Siderastrea_11762	K07203
Siderastrea_18908	K01415
Siderastrea_16747	K15608
Siderastrea_00925	K08852
Siderastrea_16518	K06270
Siderastrea_03777	K12311
Siderastrea_03079	K08631
Siderastrea_17129	K24387
Siderastrea_09588	K04612
Siderastrea_13472	K01307
Siderastrea_00427	K06563
Siderastrea_12875	K10271
Siderastrea_00657	K02168
Siderastrea_07052	K10414
Siderastrea_05959	K03990
Siderastrea_06961	K06115
Siderastrea_17478	K11427
Siderastrea_10717	K14803
Siderastrea_06955	K15304
Siderastrea_13563	K18437
Siderastrea_16853	K18932
Siderastrea_04950	K17730
Siderastrea_16362	K13868
Siderastrea_16869	K01955
Siderastrea_15117	K04043
Siderastrea_06864	K12896
Siderastrea_10884	K01715
Siderastrea_02594	K04854
Siderastrea_07880	K19788
Siderastrea_00758	K07497
Siderastrea_08450	K16669
Siderastrea_14257	K11840
Siderastrea_08779	K17539
Siderastrea_01086	K24895
Siderastrea_16581	K20347
Siderastrea_03144	K11214
Siderastrea_15365	K17086
Siderastrea_01648	K01283
Siderastrea_06298	K10356
Siderastrea_11926	K15261
Siderastrea_04315	K22723
Siderastrea_14108	K04439
Siderastrea_04701	K14427
Siderastrea_01526	K05122
Siderastrea_15837	K08873
Siderastrea_02938	K19680
Siderastrea_06998	K15605
Siderastrea_16387	K12822
Siderastrea_10971	K17286
Siderastrea_11976	K24155
Siderastrea_00086	K17906
Siderastrea_13231	K12604
Siderastrea_01641	K14536
Siderastrea_09159	K16573
Siderastrea_06501	K03242
Siderastrea_10163	K15837
Siderastrea_10908	K08292
Siderastrea_05269	K10414
Siderastrea_17781	K04598
Siderastrea_04415	K06580
Siderastrea_08242	K15542
Siderastrea_13220	K21952
Siderastrea_11462	K10727
Siderastrea_06679	K01881
Siderastrea_10912	K19949
Siderastrea_03231	K19008
Siderastrea_11572	K08874
Siderastrea_12919	K01611
Siderastrea_16911	K19513
Siderastrea_07598	K00700
Siderastrea_10779	K09188
Siderastrea_03733	K18438
Siderastrea_03365	K09209
Siderastrea_06787	K08810
Siderastrea_04401	K01745
Siderastrea_02309	K00940
Siderastrea_03675	K07497
Siderastrea_10598	K16794
Siderastrea_13890	K18752
Siderastrea_15752	K07497
Siderastrea_17311	K24990
Siderastrea_06660	K15162
Siderastrea_07215	K22814
Siderastrea_02176	K09407
Siderastrea_18024	K04550
Siderastrea_18593	K00025
Siderastrea_09337	K12604
Siderastrea_14634	K23488
Siderastrea_00293	K10276
Siderastrea_12406	K04445
Siderastrea_01363	K17532
Siderastrea_13872	K12035
Siderastrea_17318	K13811
Siderastrea_07440	K10408
Siderastrea_04825	K12614
Siderastrea_12993	K16719
Siderastrea_09156	K01128
Siderastrea_12628	K12559
Siderastrea_06154	K19328
Siderastrea_00159	K24469
Siderastrea_16796	K08871
Siderastrea_18020	K05681
Siderastrea_17669	K00688
Siderastrea_00264	K10807
Siderastrea_12775	K07497
Siderastrea_04646	K01201
Siderastrea_12456	K14787
Siderastrea_05752	K11660
Siderastrea_05864	K05048
Siderastrea_14036	K03249
Siderastrea_11985	K01793
Siderastrea_01789	K10086
Siderastrea_08333	K24736
Siderastrea_15964	K12164
Siderastrea_01120	K11838
Siderastrea_06874	K10642
Siderastrea_09138	K01950
Siderastrea_13850	K01283
Siderastrea_13093	K02168
Siderastrea_11802	K12492
Siderastrea_06672	K22125
Siderastrea_10070	K23332
Siderastrea_05353	K02739
Siderastrea_14272	K02183
Siderastrea_07539	K00569
Siderastrea_05440	K07197
Siderastrea_14422	K05751
Siderastrea_12636	K18595
Siderastrea_10209	K04429
Siderastrea_05882	K20042
Siderastrea_12474	K13783
Siderastrea_11768	K24721
Siderastrea_17131	K01874
Siderastrea_09974	K10408
Siderastrea_00252	K12232
Siderastrea_18195	K15166
Siderastrea_01342	K08798
Siderastrea_08761	K13868
Siderastrea_07251	K02989
Siderastrea_06541	K08026
Siderastrea_02097	K12878
Siderastrea_12582	K20223
Siderastrea_06100	K03130
Siderastrea_03564	K24735
Siderastrea_08983	K12858
Siderastrea_08903	K20456
Siderastrea_06138	K00820
Siderastrea_15288	K14574
Siderastrea_12887	K00036
Siderastrea_14759	K06671
Siderastrea_10559	K14942
Siderastrea_13268	K19626
Siderastrea_12707	K00147
Siderastrea_13277	K20400
Siderastrea_03179	K07515
Siderastrea_00910	K06030
Siderastrea_00369	K10746
Siderastrea_16434	K01756
Siderastrea_03339	K19672
Siderastrea_17403	K08021
Siderastrea_18993	K05750
Siderastrea_17872	K14455
Siderastrea_07506	K08860
Siderastrea_13158	K14719
Siderastrea_07139	K01279
Siderastrea_04420	K13750
Siderastrea_08842	K07827
Siderastrea_09410	K10777
Siderastrea_03356	K00846
Siderastrea_04994	K00710
Siderastrea_04387	K01530
Siderastrea_18271	K23733
Siderastrea_10496	K10428
Siderastrea_06287	K04606
Siderastrea_06438	K10779
Siderastrea_05743	K14326
Siderastrea_12579	K12616
Siderastrea_09113	K13912
Siderastrea_16078	K04498
Siderastrea_11637	K19904
Siderastrea_17333	K10408
Siderastrea_08610	K17592
Siderastrea_17708	K03164
Siderastrea_04568	K13886
Siderastrea_11560	K10380
Siderastrea_04921	K09637
Siderastrea_10308	K22125
Siderastrea_18850	K19899
Siderastrea_00620	K03575
Siderastrea_07486	K08045
Siderastrea_17956	K12603
Siderastrea_06055	K18422
Siderastrea_00386	K07941
Siderastrea_16133	K04936
Siderastrea_10081	K18405
Siderastrea_00814	K12035
Siderastrea_01799	K10369
Siderastrea_18299	K05628
Siderastrea_02995	K01360
Siderastrea_16033	K11540
Siderastrea_10077	K00731
Siderastrea_19172	K01195
Siderastrea_12820	K06115
Siderastrea_06762	K24723
Siderastrea_10255	K08869
Siderastrea_14091	K10611
Siderastrea_00001	K17285
Siderastrea_12417	K11665
Siderastrea_18278	K01937
Siderastrea_07557	K13998
Siderastrea_09048	K17478
Siderastrea_17419	K03654
Siderastrea_12610	K07376
Siderastrea_16726	K04511
Siderastrea_18637	K17295
Siderastrea_08194	K04505
Siderastrea_07770	K07885
Siderastrea_09765	K13813
Siderastrea_00378	K01118
Siderastrea_05278	K01869
Siderastrea_10577	K17689
Siderastrea_10321	K21922
Siderastrea_03999	K23852
Siderastrea_13366	K25081
Siderastrea_17839	K04459
Siderastrea_06016	K11980
Siderastrea_00856	K15304
Siderastrea_11742	K24936
Siderastrea_08364	K26100
Siderastrea_09880	K03521
Siderastrea_17282	K08819
Siderastrea_17360	K24675
Siderastrea_12430	K07204
Siderastrea_15092	K09326
Siderastrea_16428	K00726
Siderastrea_01323	K24887
Siderastrea_18873	K13109
Siderastrea_08378	K03654
Siderastrea_08624	K03927
Siderastrea_07798	K01079
Siderastrea_00673	K04646
Siderastrea_13693	K15501
Siderastrea_10277	K11517
Siderastrea_10911	K11091
Siderastrea_00203	K12194
Siderastrea_10649	K15502
Siderastrea_04884	K22182
Siderastrea_09947	K06240
Siderastrea_03193	K17286
Siderastrea_02253	K24183
Siderastrea_12438	K17086
Siderastrea_07578	K17602
Siderastrea_09471	K13988
Siderastrea_06129	K07904
Siderastrea_17924	K09855
Siderastrea_06753	K23541
Siderastrea_09643	K17609
Siderastrea_02386	K09341
Siderastrea_14924	K25473
Siderastrea_07322	K14592
Siderastrea_08308	K04515
Siderastrea_18647	K14572
Siderastrea_03627	K05048
Siderastrea_08160	K20474
Siderastrea_09704	K05692
Siderastrea_17297	K03798
Siderastrea_10231	K15293
Siderastrea_00617	K10408
Siderastrea_10780	K10380
Siderastrea_01270	K10408
Siderastrea_06706	K10776
Siderastrea_01209	K19584
Siderastrea_07878	K06792
Siderastrea_12412	K18442
Siderastrea_01294	K12442
Siderastrea_06433	K10409
Siderastrea_01229	K11153
Siderastrea_04709	K12887
Siderastrea_12120	K08288
Siderastrea_11309	K02737
Siderastrea_00188	K24427
Siderastrea_16010	K24125
Siderastrea_16416	K02374
Siderastrea_06557	K10408
Siderastrea_06207	K22615
Siderastrea_05858	K00461
Siderastrea_15099	K03236
Siderastrea_07718	K09469
Siderastrea_13194	K14325
Siderastrea_05502	K12305
Siderastrea_03876	K19372
Siderastrea_08023	K05674
Siderastrea_13998	K02084
Siderastrea_13899	K04674
Siderastrea_10049	K05036
Siderastrea_14205	K08139
Siderastrea_02747	K10357
Siderastrea_12643	K05725
Siderastrea_16156	K17570
Siderastrea_18985	K00922
Siderastrea_11363	K10408
Siderastrea_09255	K24974
Siderastrea_15494	K10900
Siderastrea_07239	K10450
Siderastrea_12056	K12611
Siderastrea_10796	K14319
Siderastrea_08220	K00273
Siderastrea_03509	K22382
Siderastrea_11703	K18469
Siderastrea_01512	K16491
Siderastrea_01202	K10352
Siderastrea_00934	K01565
Siderastrea_06749	K18260
Siderastrea_01279	K08810
Siderastrea_15705	K10380
Siderastrea_00390	K10143
Siderastrea_04262	K00289
Siderastrea_14231	K02358
Siderastrea_00034	K07204
Siderastrea_13812	K17849
Siderastrea_16163	K07752
Siderastrea_05323	K03644
Siderastrea_12788	K00693
Siderastrea_19258	K12397
Siderastrea_03859	K05048
Siderastrea_08756	K24215
Siderastrea_16298	K02168
Siderastrea_00496	K10408
Siderastrea_13131	K11661
Siderastrea_18239	K00500
Siderastrea_03550	K15015
Siderastrea_16426	K19755
Siderastrea_08212	K03065
Siderastrea_04271	K14408
Siderastrea_15901	K14326
Siderastrea_17250	K18757
Siderastrea_08058	K04851
Siderastrea_01430	K00128
Siderastrea_06028	K10380
Siderastrea_03001	K09657
Siderastrea_11116	K10408
Siderastrea_15384	K18086
Siderastrea_01314	K10397
Siderastrea_04079	K17570
Siderastrea_17840	K01301
Siderastrea_12324	K07497
Siderastrea_11170	K05637
Siderastrea_00233	K07897
Siderastrea_18499	K08375
Siderastrea_04023	K01793
Siderastrea_05557	K12820
Siderastrea_00849	K04532
Siderastrea_09658	K12805
Siderastrea_11800	K02332
Siderastrea_11807	K14387
Siderastrea_12162	K10408
Siderastrea_00155	K24797
Siderastrea_09523	K15015
Siderastrea_06802	K13912
Siderastrea_01927	K16848
Siderastrea_10918	K12820
Siderastrea_14142	K11886
Siderastrea_09979	K12379
Siderastrea_02670	K04746
Siderastrea_05518	K11838
Siderastrea_14529	K18061
Siderastrea_12742	K12075
Siderastrea_03828	K11862
Siderastrea_10548	K10165
Siderastrea_13295	K10457
Siderastrea_12686	K02168
Siderastrea_05851	K10359
Siderastrea_12832	K21889
Siderastrea_10318	K11824
Siderastrea_06057	K03006
Siderastrea_04129	K23203
Siderastrea_08591	K13504
Siderastrea_18242	K20289
Siderastrea_05361	K05671
Siderastrea_02539	K17383
Siderastrea_09147	K13249
Siderastrea_17909	K02183
Siderastrea_07110	K09519
Siderastrea_11169	K01867
Siderastrea_05105	K24686
Siderastrea_09457	K07497
Siderastrea_01095	K03320
Siderastrea_07221	K15172
Siderastrea_13315	K12035
Siderastrea_17467	K10356
Siderastrea_10204	K18619
Siderastrea_01459	K15015
Siderastrea_09477	K03283
Siderastrea_14423	K04430
Siderastrea_06623	K02157
Siderastrea_00527	K01135
Siderastrea_03293	K14026
Siderastrea_11653	K15692
Siderastrea_02004	K12862
Siderastrea_07502	K20656
Siderastrea_05286	K17592
Siderastrea_07332	K16465
Siderastrea_16949	K18533
Siderastrea_07066	K04145
Siderastrea_13273	K14723
Siderastrea_10581	K00365
Siderastrea_16484	K10413
Siderastrea_15234	K07497
Siderastrea_04144	K08031
Siderastrea_09177	K15161
Siderastrea_15888	K24510
Siderastrea_07387	K04429
Siderastrea_03888	K15710
Siderastrea_09495	K17701
Siderastrea_16029	K03934
Siderastrea_01875	K10343
Siderastrea_11949	K24469
Siderastrea_14547	K11757
Siderastrea_18444	K12195
Siderastrea_12221	K09499
Siderastrea_12958	K18423
Siderastrea_19133	K15026
Siderastrea_14390	K14787
Siderastrea_11015	K12607
Siderastrea_03750	K17403
Siderastrea_03306	K10571
Siderastrea_11053	K07497
Siderastrea_00272	K16060
Siderastrea_15558	K17608
Siderastrea_04723	K07904
Siderastrea_13515	K00555
Siderastrea_08424	K08875
Siderastrea_03312	K02154
Siderastrea_17179	K24682
Siderastrea_11411	K18598
Siderastrea_13155	K11307
Siderastrea_08980	K01897
Siderastrea_10186	K01195
Siderastrea_13140	K15255
Siderastrea_04803	K10356
Siderastrea_18851	K12739
Siderastrea_07433	K06630
Siderastrea_00946	K11593
Siderastrea_08947	K02835
