Ssiderea30_c0_seq1	Ssiderea30
Ssiderea232925_c1_seq96	Ssiderea232925
Ssiderea232925_c1_seq97	Ssiderea232925
Ssiderea232925_c1_seq98	Ssiderea232925
Ssiderea232925_c1_seq99	Ssiderea232925
Ssiderea232925_c1_seq100	Ssiderea232925
Ssiderea232925_c1_seq101	Ssiderea232925
Ssiderea232925_c1_seq102	Ssiderea232925
Ssiderea232925_c1_seq103	Ssiderea232925
Ssiderea232925_c1_seq104	Ssiderea232925
Ssiderea232925_c1_seq108	Ssiderea232925
Ssiderea232925_c1_seq109	Ssiderea232925
Ssiderea232925_c1_seq111	Ssiderea232925
Ssiderea232925_c1_seq112	Ssiderea232925
Ssiderea232925_c1_seq113	Ssiderea232925
Ssiderea232925_c1_seq116	Ssiderea232925
Ssiderea232925_c1_seq117	Ssiderea232925
Ssiderea232925_c1_seq120	Ssiderea232925
Ssiderea232925_c1_seq121	Ssiderea232925
Ssiderea232925_c1_seq124	Ssiderea232925
Ssiderea232925_c1_seq125	Ssiderea232925
Ssiderea232925_c1_seq126	Ssiderea232925
Ssiderea232925_c1_seq128	Ssiderea232925
Ssiderea232925_c1_seq130	Ssiderea232925
Ssiderea232925_c1_seq132	Ssiderea232925
Ssiderea232925_c1_seq133	Ssiderea232925
Ssiderea232925_c1_seq138	Ssiderea232925
Ssiderea232925_c1_seq139	Ssiderea232925
Ssiderea232925_c1_seq140	Ssiderea232925
Ssiderea232925_c1_seq141	Ssiderea232925
Ssiderea232925_c1_seq145	Ssiderea232925
Ssiderea232925_c1_seq148	Ssiderea232925
Ssiderea232925_c1_seq149	Ssiderea232925
Ssiderea232925_c1_seq150	Ssiderea232925
Ssiderea232925_c1_seq152	Ssiderea232925
Ssiderea232925_c1_seq155	Ssiderea232925
Ssiderea232925_c1_seq156	Ssiderea232925
Ssiderea232925_c1_seq159	Ssiderea232925
Ssiderea232925_c1_seq160	Ssiderea232925
Ssiderea232925_c1_seq161	Ssiderea232925
Ssiderea232925_c1_seq162	Ssiderea232925
Ssiderea232925_c1_seq163	Ssiderea232925
Ssiderea232925_c1_seq165	Ssiderea232925
Ssiderea232925_c1_seq167	Ssiderea232925
Ssiderea232925_c1_seq169	Ssiderea232925
Ssiderea232925_c1_seq170	Ssiderea232925
Ssiderea232925_c1_seq171	Ssiderea232925
Ssiderea232925_c1_seq172	Ssiderea232925
Ssiderea232925_c1_seq174	Ssiderea232925
Ssiderea232925_c1_seq175	Ssiderea232925
Ssiderea232925_c1_seq176	Ssiderea232925
Ssiderea232925_c1_seq177	Ssiderea232925
Ssiderea232925_c1_seq178	Ssiderea232925
Ssiderea232925_c1_seq182	Ssiderea232925
Ssiderea232925_c1_seq185	Ssiderea232925
Ssiderea232925_c1_seq187	Ssiderea232925
Ssiderea232925_c1_seq188	Ssiderea232925
Ssiderea232925_c1_seq189	Ssiderea232925
Ssiderea232933_c0_seq1	Ssiderea232933
Ssiderea232934_c0_seq1	Ssiderea232934
Ssiderea232941_c0_seq3	Ssiderea232941
Ssiderea232941_c0_seq4	Ssiderea232941
Ssiderea232943_c0_seq1	Ssiderea232943
Ssiderea232943_c0_seq2	Ssiderea232943
Ssiderea232976_c0_seq1	Ssiderea232976
Ssiderea232985_c0_seq1	Ssiderea232985
Ssiderea232986_c1_seq1	Ssiderea232986
Ssiderea232986_c1_seq2	Ssiderea232986
Ssiderea233005_c0_seq1	Ssiderea233005
Ssiderea233006_c0_seq1	Ssiderea233006
Ssiderea233006_c0_seq2	Ssiderea233006
Ssiderea233006_c0_seq3	Ssiderea233006
Ssiderea233006_c0_seq4	Ssiderea233006
Ssiderea233023_c0_seq1	Ssiderea233023
Ssiderea233026_c0_seq1	Ssiderea233026
Ssiderea233028_c0_seq3	Ssiderea233028
Ssiderea233028_c0_seq5	Ssiderea233028
Ssiderea233028_c0_seq6	Ssiderea233028
Ssiderea233028_c0_seq7	Ssiderea233028
Ssiderea233038_c0_seq1	Ssiderea233038
Ssiderea233054_c0_seq1	Ssiderea233054
Ssiderea233060_c0_seq1	Ssiderea233060
Ssiderea233060_c0_seq2	Ssiderea233060
Ssiderea233068_c0_seq1	Ssiderea233068
Ssiderea233071_c0_seq1	Ssiderea233071
Ssiderea233071_c0_seq2	Ssiderea233071
Ssiderea233080_c0_seq2	Ssiderea233080
Ssiderea233080_c0_seq5	Ssiderea233080
Ssiderea233080_c0_seq10	Ssiderea233080
Ssiderea233080_c0_seq11	Ssiderea233080
Ssiderea233080_c0_seq16	Ssiderea233080
Ssiderea233080_c0_seq18	Ssiderea233080
Ssiderea233080_c0_seq20	Ssiderea233080
Ssiderea233080_c0_seq22	Ssiderea233080
Ssiderea233080_c0_seq23	Ssiderea233080
Ssiderea233080_c0_seq25	Ssiderea233080
Ssiderea233091_c0_seq1	Ssiderea233091
Ssiderea233099_c0_seq1	Ssiderea233099
Ssiderea233100_c0_seq1	Ssiderea233100
Ssiderea233102_c0_seq1	Ssiderea233102
Ssiderea233112_c0_seq1	Ssiderea233112
Ssiderea233122_c0_seq1	Ssiderea233122
Ssiderea233130_c0_seq1	Ssiderea233130
Ssiderea233130_c0_seq2	Ssiderea233130
Ssiderea233130_c0_seq3	Ssiderea233130
Ssiderea233130_c0_seq5	Ssiderea233130
Ssiderea233130_c0_seq6	Ssiderea233130
Ssiderea233130_c0_seq7	Ssiderea233130
Ssiderea233130_c0_seq9	Ssiderea233130
Ssiderea233134_c0_seq1	Ssiderea233134
Ssiderea233136_c0_seq1	Ssiderea233136
Ssiderea233138_c0_seq1	Ssiderea233138
Ssiderea233138_c0_seq3	Ssiderea233138
Ssiderea233138_c0_seq4	Ssiderea233138
Ssiderea233138_c0_seq5	Ssiderea233138
Ssiderea233149_c0_seq1	Ssiderea233149
Ssiderea233151_c1_seq1	Ssiderea233151
Ssiderea233163_c0_seq2	Ssiderea233163
Ssiderea233163_c0_seq3	Ssiderea233163
Ssiderea233171_c0_seq12	Ssiderea233171
Ssiderea233171_c0_seq18	Ssiderea233171
Ssiderea233171_c0_seq24	Ssiderea233171
Ssiderea233176_c0_seq2	Ssiderea233176
Ssiderea233176_c0_seq5	Ssiderea233176
Ssiderea233176_c0_seq6	Ssiderea233176
Ssiderea233186_c0_seq1	Ssiderea233186
Ssiderea233193_c0_seq1	Ssiderea233193
Ssiderea233193_c0_seq2	Ssiderea233193
Ssiderea233193_c0_seq3	Ssiderea233193
Ssiderea233193_c0_seq4	Ssiderea233193
Ssiderea233193_c0_seq5	Ssiderea233193
Ssiderea233193_c0_seq6	Ssiderea233193
Ssiderea233193_c0_seq7	Ssiderea233193
Ssiderea233193_c0_seq8	Ssiderea233193
Ssiderea233193_c0_seq9	Ssiderea233193
Ssiderea233193_c0_seq10	Ssiderea233193
Ssiderea233193_c0_seq11	Ssiderea233193
Ssiderea233193_c0_seq12	Ssiderea233193
Ssiderea233193_c0_seq13	Ssiderea233193
Ssiderea233193_c0_seq14	Ssiderea233193
Ssiderea233193_c0_seq15	Ssiderea233193
Ssiderea233193_c0_seq16	Ssiderea233193
Ssiderea233193_c0_seq17	Ssiderea233193
Ssiderea233193_c0_seq18	Ssiderea233193
Ssiderea233193_c0_seq19	Ssiderea233193
Ssiderea233193_c0_seq20	Ssiderea233193
Ssiderea233193_c0_seq21	Ssiderea233193
Ssiderea233193_c0_seq22	Ssiderea233193
Ssiderea233193_c0_seq23	Ssiderea233193
Ssiderea233193_c0_seq24	Ssiderea233193
Ssiderea233193_c0_seq25	Ssiderea233193
Ssiderea233193_c0_seq26	Ssiderea233193
Ssiderea233193_c0_seq27	Ssiderea233193
Ssiderea233193_c0_seq28	Ssiderea233193
Ssiderea233193_c0_seq29	Ssiderea233193
Ssiderea233193_c0_seq30	Ssiderea233193
Ssiderea233193_c0_seq31	Ssiderea233193
Ssiderea233193_c0_seq32	Ssiderea233193
Ssiderea233193_c0_seq33	Ssiderea233193
Ssiderea233193_c0_seq34	Ssiderea233193
Ssiderea233193_c0_seq35	Ssiderea233193
Ssiderea233193_c0_seq36	Ssiderea233193
Ssiderea233211_c0_seq1	Ssiderea233211
Ssiderea233211_c0_seq2	Ssiderea233211
Ssiderea233211_c0_seq3	Ssiderea233211
Ssiderea233211_c0_seq4	Ssiderea233211
Ssiderea233211_c0_seq5	Ssiderea233211
Ssiderea233211_c0_seq6	Ssiderea233211
Ssiderea233211_c0_seq7	Ssiderea233211
Ssiderea233211_c0_seq8	Ssiderea233211
Ssiderea233211_c0_seq9	Ssiderea233211
Ssiderea233211_c0_seq10	Ssiderea233211
Ssiderea233211_c0_seq11	Ssiderea233211
Ssiderea233211_c0_seq12	Ssiderea233211
Ssiderea233211_c0_seq13	Ssiderea233211
Ssiderea233211_c0_seq14	Ssiderea233211
Ssiderea233211_c0_seq15	Ssiderea233211
Ssiderea233211_c0_seq16	Ssiderea233211
Ssiderea233211_c0_seq17	Ssiderea233211
Ssiderea233211_c0_seq18	Ssiderea233211
Ssiderea233211_c0_seq19	Ssiderea233211
Ssiderea233211_c0_seq20	Ssiderea233211
Ssiderea233212_c0_seq1	Ssiderea233212
Ssiderea233221_c0_seq1	Ssiderea233221
Ssiderea233221_c0_seq2	Ssiderea233221
Ssiderea233238_c0_seq1	Ssiderea233238
Ssiderea233238_c0_seq2	Ssiderea233238
Ssiderea233260_c0_seq1	Ssiderea233260
Ssiderea233270_c0_seq1	Ssiderea233270
Ssiderea233270_c0_seq2	Ssiderea233270
Ssiderea233270_c0_seq3	Ssiderea233270
Ssiderea233270_c0_seq4	Ssiderea233270
Ssiderea233272_c0_seq3	Ssiderea233272
Ssiderea233272_c0_seq4	Ssiderea233272
Ssiderea233272_c0_seq5	Ssiderea233272
Ssiderea233272_c0_seq6	Ssiderea233272
Ssiderea233280_c0_seq1	Ssiderea233280
Ssiderea233280_c0_seq2	Ssiderea233280
Ssiderea233289_c1_seq5	Ssiderea233289
Ssiderea233289_c1_seq8	Ssiderea233289
Ssiderea233291_c0_seq1	Ssiderea233291
Ssiderea233300_c0_seq1	Ssiderea233300
Ssiderea233300_c0_seq2	Ssiderea233300
Ssiderea233312_c0_seq1	Ssiderea233312
Ssiderea233312_c0_seq2	Ssiderea233312
Ssiderea233312_c0_seq4	Ssiderea233312
Ssiderea233316_c0_seq1	Ssiderea233316
Ssiderea233326_c0_seq1	Ssiderea233326
Ssiderea233326_c0_seq2	Ssiderea233326
Ssiderea233332_c0_seq1	Ssiderea233332
Ssiderea233339_c0_seq1	Ssiderea233339
Ssiderea233339_c0_seq4	Ssiderea233339
Ssiderea233347_c0_seq3	Ssiderea233347
Ssiderea233353_c0_seq1	Ssiderea233353
Ssiderea233359_c0_seq1	Ssiderea233359
Ssiderea233375_c0_seq1	Ssiderea233375
Ssiderea233382_c0_seq1	Ssiderea233382
Ssiderea233401_c0_seq1	Ssiderea233401
Ssiderea233410_c0_seq1	Ssiderea233410
Ssiderea233422_c0_seq1	Ssiderea233422
Ssiderea233429_c0_seq1	Ssiderea233429
Ssiderea233429_c0_seq2	Ssiderea233429
Ssiderea233429_c0_seq3	Ssiderea233429
Ssiderea233429_c0_seq4	Ssiderea233429
Ssiderea233429_c0_seq5	Ssiderea233429
Ssiderea233429_c0_seq6	Ssiderea233429
Ssiderea233429_c0_seq7	Ssiderea233429
Ssiderea233429_c0_seq8	Ssiderea233429
Ssiderea233432_c0_seq2	Ssiderea233432
Ssiderea233432_c0_seq3	Ssiderea233432
Ssiderea233435_c0_seq1	Ssiderea233435
Ssiderea233436_c0_seq2	Ssiderea233436
Ssiderea233437_c0_seq1	Ssiderea233437
Ssiderea233437_c0_seq2	Ssiderea233437
Ssiderea233437_c0_seq3	Ssiderea233437
Ssiderea233441_c0_seq1	Ssiderea233441
Ssiderea233444_c0_seq1	Ssiderea233444
Ssiderea233447_c0_seq1	Ssiderea233447
Ssiderea233451_c0_seq1	Ssiderea233451
Ssiderea233451_c0_seq2	Ssiderea233451
Ssiderea233451_c0_seq3	Ssiderea233451
Ssiderea233469_c0_seq1	Ssiderea233469
Ssiderea233476_c0_seq1	Ssiderea233476
Ssiderea233485_c0_seq1	Ssiderea233485
Ssiderea233485_c0_seq2	Ssiderea233485
Ssiderea233485_c0_seq3	Ssiderea233485
Ssiderea233485_c0_seq7	Ssiderea233485
Ssiderea233485_c0_seq12	Ssiderea233485
Ssiderea233485_c0_seq16	Ssiderea233485
Ssiderea233493_c0_seq1	Ssiderea233493
Ssiderea233503_c0_seq1	Ssiderea233503
Ssiderea233519_c0_seq3	Ssiderea233519
Ssiderea233519_c0_seq6	Ssiderea233519
Ssiderea233525_c0_seq1	Ssiderea233525
Ssiderea233525_c0_seq2	Ssiderea233525
Ssiderea233525_c0_seq3	Ssiderea233525
Ssiderea233525_c0_seq4	Ssiderea233525
Ssiderea233525_c0_seq6	Ssiderea233525
Ssiderea233525_c0_seq7	Ssiderea233525
Ssiderea233525_c0_seq8	Ssiderea233525
Ssiderea233525_c0_seq9	Ssiderea233525
Ssiderea233534_c0_seq1	Ssiderea233534
Ssiderea233534_c0_seq2	Ssiderea233534
Ssiderea233542_c0_seq1	Ssiderea233542
Ssiderea233546_c0_seq1	Ssiderea233546
Ssiderea233558_c0_seq2	Ssiderea233558
Ssiderea233560_c0_seq4	Ssiderea233560
Ssiderea233560_c0_seq5	Ssiderea233560
Ssiderea233568_c0_seq2	Ssiderea233568
Ssiderea233568_c0_seq3	Ssiderea233568
Ssiderea233568_c0_seq4	Ssiderea233568
Ssiderea233568_c0_seq5	Ssiderea233568
Ssiderea233568_c0_seq6	Ssiderea233568
Ssiderea233569_c0_seq2	Ssiderea233569
Ssiderea233575_c0_seq1	Ssiderea233575
Ssiderea233587_c0_seq1	Ssiderea233587
Ssiderea233591_c0_seq1	Ssiderea233591
Ssiderea233615_c0_seq1	Ssiderea233615
Ssiderea233619_c0_seq1	Ssiderea233619
Ssiderea233620_c0_seq1	Ssiderea233620
Ssiderea233632_c0_seq1	Ssiderea233632
Ssiderea233632_c0_seq4	Ssiderea233632
Ssiderea233632_c0_seq5	Ssiderea233632
Ssiderea233632_c0_seq8	Ssiderea233632
Ssiderea233632_c0_seq10	Ssiderea233632
Ssiderea233632_c0_seq11	Ssiderea233632
Ssiderea233632_c0_seq13	Ssiderea233632
Ssiderea233632_c0_seq14	Ssiderea233632
Ssiderea233632_c0_seq15	Ssiderea233632
Ssiderea233632_c0_seq16	Ssiderea233632
Ssiderea233632_c0_seq17	Ssiderea233632
Ssiderea233632_c0_seq18	Ssiderea233632
Ssiderea233632_c0_seq21	Ssiderea233632
Ssiderea233632_c0_seq22	Ssiderea233632
Ssiderea233634_c0_seq7	Ssiderea233634
Ssiderea233634_c0_seq17	Ssiderea233634
Ssiderea233634_c0_seq23	Ssiderea233634
Ssiderea233634_c0_seq33	Ssiderea233634
Ssiderea233634_c0_seq36	Ssiderea233634
Ssiderea233634_c0_seq38	Ssiderea233634
Ssiderea233634_c0_seq39	Ssiderea233634
Ssiderea233634_c0_seq41	Ssiderea233634
Ssiderea233634_c0_seq42	Ssiderea233634
Ssiderea233634_c0_seq43	Ssiderea233634
Ssiderea233634_c0_seq45	Ssiderea233634
Ssiderea233634_c0_seq47	Ssiderea233634
Ssiderea233634_c0_seq57	Ssiderea233634
Ssiderea233636_c0_seq1	Ssiderea233636
Ssiderea233636_c0_seq2	Ssiderea233636
Ssiderea233636_c0_seq3	Ssiderea233636
Ssiderea233637_c0_seq1	Ssiderea233637
Ssiderea233637_c0_seq2	Ssiderea233637
Ssiderea233637_c0_seq3	Ssiderea233637
Ssiderea233637_c0_seq4	Ssiderea233637
Ssiderea233637_c0_seq5	Ssiderea233637
Ssiderea233637_c0_seq6	Ssiderea233637
Ssiderea233637_c0_seq7	Ssiderea233637
Ssiderea233641_c0_seq1	Ssiderea233641
Ssiderea233650_c0_seq2	Ssiderea233650
Ssiderea233654_c0_seq1	Ssiderea233654
Ssiderea233654_c0_seq2	Ssiderea233654
Ssiderea233654_c0_seq3	Ssiderea233654
Ssiderea233654_c0_seq4	Ssiderea233654
Ssiderea233654_c0_seq5	Ssiderea233654
Ssiderea233654_c0_seq6	Ssiderea233654
Ssiderea233657_c0_seq1	Ssiderea233657
Ssiderea233657_c0_seq2	Ssiderea233657
Ssiderea233660_c0_seq1	Ssiderea233660
Ssiderea233660_c0_seq2	Ssiderea233660
Ssiderea233660_c0_seq3	Ssiderea233660
Ssiderea233667_c0_seq1	Ssiderea233667
Ssiderea233679_c0_seq1	Ssiderea233679
Ssiderea233688_c0_seq1	Ssiderea233688
Ssiderea233688_c0_seq2	Ssiderea233688
Ssiderea233689_c0_seq1	Ssiderea233689
Ssiderea233689_c0_seq2	Ssiderea233689
Ssiderea233691_c0_seq1	Ssiderea233691
Ssiderea233693_c0_seq1	Ssiderea233693
Ssiderea233693_c0_seq2	Ssiderea233693
Ssiderea233702_c0_seq6	Ssiderea233702
Ssiderea233702_c0_seq8	Ssiderea233702
Ssiderea233704_c0_seq1	Ssiderea233704
Ssiderea233718_c0_seq1	Ssiderea233718
Ssiderea233724_c0_seq1	Ssiderea233724
Ssiderea233729_c0_seq1	Ssiderea233729
Ssiderea233731_c0_seq1	Ssiderea233731
Ssiderea233736_c0_seq1	Ssiderea233736
Ssiderea233736_c0_seq2	Ssiderea233736
Ssiderea233741_c0_seq1	Ssiderea233741
Ssiderea233744_c0_seq2	Ssiderea233744
Ssiderea233744_c0_seq4	Ssiderea233744
Ssiderea233746_c0_seq1	Ssiderea233746
Ssiderea233747_c0_seq2	Ssiderea233747
Ssiderea233747_c0_seq5	Ssiderea233747
Ssiderea233747_c0_seq8	Ssiderea233747
Ssiderea233747_c0_seq9	Ssiderea233747
Ssiderea233747_c0_seq13	Ssiderea233747
Ssiderea233747_c0_seq14	Ssiderea233747
Ssiderea233748_c0_seq1	Ssiderea233748
Ssiderea233760_c0_seq1	Ssiderea233760
Ssiderea233760_c0_seq2	Ssiderea233760
Ssiderea233769_c0_seq1	Ssiderea233769
Ssiderea233769_c0_seq2	Ssiderea233769
Ssiderea233769_c0_seq5	Ssiderea233769
Ssiderea233772_c0_seq1	Ssiderea233772
Ssiderea233777_c0_seq1	Ssiderea233777
Ssiderea233794_c0_seq1	Ssiderea233794
Ssiderea233800_c0_seq1	Ssiderea233800
Ssiderea233800_c0_seq2	Ssiderea233800
Ssiderea233800_c0_seq3	Ssiderea233800
Ssiderea233800_c0_seq4	Ssiderea233800
Ssiderea233820_c0_seq1	Ssiderea233820
Ssiderea233820_c0_seq2	Ssiderea233820
Ssiderea233825_c0_seq1	Ssiderea233825
Ssiderea233825_c0_seq3	Ssiderea233825
Ssiderea233828_c0_seq1	Ssiderea233828
Ssiderea233838_c0_seq1	Ssiderea233838
Ssiderea233839_c0_seq1	Ssiderea233839
Ssiderea233839_c0_seq2	Ssiderea233839
Ssiderea233847_c0_seq1	Ssiderea233847
Ssiderea233859_c0_seq2	Ssiderea233859
Ssiderea233859_c0_seq5	Ssiderea233859
Ssiderea233872_c0_seq2	Ssiderea233872
Ssiderea233872_c0_seq3	Ssiderea233872
Ssiderea233872_c0_seq4	Ssiderea233872
Ssiderea233874_c0_seq1	Ssiderea233874
Ssiderea233882_c0_seq1	Ssiderea233882
Ssiderea233886_c0_seq1	Ssiderea233886
Ssiderea233886_c0_seq2	Ssiderea233886
Ssiderea233886_c0_seq3	Ssiderea233886
Ssiderea233886_c0_seq4	Ssiderea233886
Ssiderea233890_c0_seq1	Ssiderea233890
Ssiderea233891_c0_seq1	Ssiderea233891
Ssiderea233891_c0_seq2	Ssiderea233891
Ssiderea233894_c0_seq1	Ssiderea233894
Ssiderea233900_c0_seq1	Ssiderea233900
Ssiderea233900_c0_seq2	Ssiderea233900
Ssiderea233906_c0_seq1	Ssiderea233906
Ssiderea233907_c0_seq2	Ssiderea233907
Ssiderea233914_c1_seq1	Ssiderea233914
Ssiderea233914_c1_seq2	Ssiderea233914
Ssiderea233914_c1_seq3	Ssiderea233914
Ssiderea233914_c1_seq4	Ssiderea233914
Ssiderea233919_c0_seq4	Ssiderea233919
Ssiderea233919_c0_seq7	Ssiderea233919
Ssiderea233919_c0_seq8	Ssiderea233919
Ssiderea233919_c0_seq13	Ssiderea233919
Ssiderea233919_c0_seq14	Ssiderea233919
Ssiderea233921_c0_seq1	Ssiderea233921
Ssiderea233921_c0_seq2	Ssiderea233921
Ssiderea233925_c0_seq1	Ssiderea233925
Ssiderea233932_c0_seq1	Ssiderea233932
Ssiderea233932_c0_seq2	Ssiderea233932
Ssiderea233939_c0_seq1	Ssiderea233939
Ssiderea233939_c0_seq3	Ssiderea233939
Ssiderea233939_c0_seq5	Ssiderea233939
Ssiderea233948_c0_seq1	Ssiderea233948
Ssiderea233954_c1_seq2	Ssiderea233954
Ssiderea233954_c1_seq3	Ssiderea233954
Ssiderea233977_c0_seq2	Ssiderea233977
Ssiderea233989_c0_seq1	Ssiderea233989
Ssiderea234005_c1_seq1	Ssiderea234005
Ssiderea234011_c0_seq1	Ssiderea234011
Ssiderea234016_c0_seq1	Ssiderea234016
Ssiderea234023_c0_seq1	Ssiderea234023
Ssiderea234023_c0_seq2	Ssiderea234023
Ssiderea234023_c0_seq3	Ssiderea234023
Ssiderea234023_c0_seq4	Ssiderea234023
Ssiderea234023_c0_seq5	Ssiderea234023
Ssiderea234023_c0_seq6	Ssiderea234023
Ssiderea234023_c0_seq7	Ssiderea234023
Ssiderea234023_c0_seq8	Ssiderea234023
Ssiderea234023_c0_seq9	Ssiderea234023
Ssiderea234023_c0_seq10	Ssiderea234023
Ssiderea234023_c0_seq11	Ssiderea234023
Ssiderea234023_c0_seq12	Ssiderea234023
Ssiderea234023_c0_seq13	Ssiderea234023
Ssiderea234023_c0_seq14	Ssiderea234023
Ssiderea234023_c0_seq15	Ssiderea234023
Ssiderea234023_c0_seq16	Ssiderea234023
Ssiderea234023_c0_seq17	Ssiderea234023
Ssiderea234023_c0_seq18	Ssiderea234023
Ssiderea234023_c0_seq19	Ssiderea234023
Ssiderea234023_c0_seq20	Ssiderea234023
Ssiderea234023_c0_seq21	Ssiderea234023
Ssiderea234023_c0_seq22	Ssiderea234023
Ssiderea234023_c0_seq23	Ssiderea234023
Ssiderea234023_c0_seq24	Ssiderea234023
Ssiderea234023_c0_seq25	Ssiderea234023
Ssiderea234023_c0_seq26	Ssiderea234023
Ssiderea234023_c0_seq27	Ssiderea234023
Ssiderea234023_c0_seq28	Ssiderea234023
Ssiderea234023_c0_seq29	Ssiderea234023
Ssiderea234023_c0_seq30	Ssiderea234023
Ssiderea234023_c0_seq31	Ssiderea234023
Ssiderea234023_c0_seq32	Ssiderea234023
Ssiderea234041_c0_seq1	Ssiderea234041
Ssiderea234041_c0_seq2	Ssiderea234041
Ssiderea234042_c0_seq1	Ssiderea234042
Ssiderea234047_c0_seq1	Ssiderea234047
Ssiderea234053_c0_seq2	Ssiderea234053
Ssiderea234056_c0_seq1	Ssiderea234056
Ssiderea234056_c0_seq3	Ssiderea234056
Ssiderea234071_c0_seq1	Ssiderea234071
Ssiderea234081_c0_seq1	Ssiderea234081
Ssiderea234081_c0_seq3	Ssiderea234081
Ssiderea234081_c0_seq4	Ssiderea234081
Ssiderea234112_c0_seq1	Ssiderea234112
Ssiderea234117_c0_seq1	Ssiderea234117
Ssiderea234122_c0_seq1	Ssiderea234122
Ssiderea234122_c0_seq2	Ssiderea234122
Ssiderea234122_c0_seq3	Ssiderea234122
Ssiderea234126_c0_seq1	Ssiderea234126
Ssiderea234126_c0_seq2	Ssiderea234126
Ssiderea234130_c0_seq1	Ssiderea234130
Ssiderea234134_c0_seq1	Ssiderea234134
Ssiderea234139_c0_seq1	Ssiderea234139
Ssiderea234146_c1_seq1	Ssiderea234146
Ssiderea234146_c1_seq2	Ssiderea234146
Ssiderea234146_c1_seq3	Ssiderea234146
Ssiderea234146_c1_seq4	Ssiderea234146
Ssiderea234146_c1_seq5	Ssiderea234146
Ssiderea234146_c1_seq6	Ssiderea234146
Ssiderea234146_c1_seq7	Ssiderea234146
Ssiderea234146_c1_seq8	Ssiderea234146
Ssiderea234146_c1_seq9	Ssiderea234146
Ssiderea234146_c1_seq10	Ssiderea234146
Ssiderea234146_c1_seq11	Ssiderea234146
Ssiderea234146_c1_seq12	Ssiderea234146
Ssiderea234148_c0_seq1	Ssiderea234148
Ssiderea234150_c0_seq1	Ssiderea234150
Ssiderea234154_c0_seq1	Ssiderea234154
Ssiderea234181_c0_seq2	Ssiderea234181
Ssiderea234184_c0_seq1	Ssiderea234184
Ssiderea234199_c0_seq1	Ssiderea234199
Ssiderea234199_c0_seq2	Ssiderea234199
Ssiderea234201_c0_seq1	Ssiderea234201
Ssiderea234205_c0_seq1	Ssiderea234205
Ssiderea234205_c0_seq2	Ssiderea234205
Ssiderea234205_c0_seq3	Ssiderea234205
Ssiderea234206_c0_seq2	Ssiderea234206
Ssiderea234218_c0_seq1	Ssiderea234218
Ssiderea234218_c0_seq3	Ssiderea234218
Ssiderea234218_c0_seq4	Ssiderea234218
Ssiderea234218_c0_seq5	Ssiderea234218
Ssiderea234218_c0_seq6	Ssiderea234218
Ssiderea234218_c0_seq7	Ssiderea234218
Ssiderea234218_c0_seq8	Ssiderea234218
Ssiderea234218_c0_seq9	Ssiderea234218
Ssiderea234232_c0_seq1	Ssiderea234232
Ssiderea234237_c0_seq1	Ssiderea234237
Ssiderea234246_c0_seq1	Ssiderea234246
Ssiderea234246_c0_seq3	Ssiderea234246
Ssiderea234246_c0_seq6	Ssiderea234246
Ssiderea234262_c0_seq1	Ssiderea234262
Ssiderea234262_c0_seq9	Ssiderea234262
Ssiderea234262_c0_seq11	Ssiderea234262
Ssiderea234262_c0_seq14	Ssiderea234262
Ssiderea234262_c0_seq19	Ssiderea234262
Ssiderea234262_c0_seq20	Ssiderea234262
Ssiderea234262_c0_seq21	Ssiderea234262
Ssiderea234264_c0_seq1	Ssiderea234264
Ssiderea234276_c0_seq2	Ssiderea234276
Ssiderea234276_c0_seq3	Ssiderea234276
Ssiderea234276_c0_seq6	Ssiderea234276
Ssiderea234276_c0_seq7	Ssiderea234276
Ssiderea234278_c0_seq1	Ssiderea234278
Ssiderea234291_c0_seq1	Ssiderea234291
Ssiderea234291_c0_seq2	Ssiderea234291
Ssiderea234293_c0_seq1	Ssiderea234293
Ssiderea234294_c0_seq1	Ssiderea234294
Ssiderea234294_c0_seq2	Ssiderea234294
Ssiderea234296_c0_seq1	Ssiderea234296
Ssiderea234296_c0_seq2	Ssiderea234296
Ssiderea234296_c0_seq3	Ssiderea234296
Ssiderea234296_c0_seq4	Ssiderea234296
Ssiderea234299_c0_seq1	Ssiderea234299
Ssiderea234314_c0_seq1	Ssiderea234314
Ssiderea234319_c0_seq1	Ssiderea234319
Ssiderea234319_c0_seq2	Ssiderea234319
Ssiderea234335_c0_seq1	Ssiderea234335
Ssiderea234335_c0_seq2	Ssiderea234335
Ssiderea234335_c0_seq3	Ssiderea234335
Ssiderea234335_c0_seq4	Ssiderea234335
Ssiderea234337_c0_seq1	Ssiderea234337
Ssiderea234337_c0_seq2	Ssiderea234337
Ssiderea234337_c0_seq4	Ssiderea234337
Ssiderea234337_c0_seq5	Ssiderea234337
Ssiderea234343_c0_seq1	Ssiderea234343
Ssiderea234348_c0_seq1	Ssiderea234348
Ssiderea234348_c0_seq2	Ssiderea234348
Ssiderea234348_c0_seq3	Ssiderea234348
Ssiderea234348_c0_seq4	Ssiderea234348
Ssiderea234353_c0_seq1	Ssiderea234353
Ssiderea234355_c0_seq1	Ssiderea234355
Ssiderea234363_c0_seq1	Ssiderea234363
Ssiderea234363_c0_seq2	Ssiderea234363
Ssiderea234363_c0_seq3	Ssiderea234363
Ssiderea234365_c0_seq1	Ssiderea234365
Ssiderea234365_c0_seq2	Ssiderea234365
